MIRICO/SHELL project - Processed LDS file generated on
Mon May 08 21:00:06 2017
Time stamp for record start
05/08/2017  16:28:17.0000
Nb of points in the record
         614
Beam position index
       5.0000000
Beam angle (degrees)
       8.5500000
Open Path length (m)
       41.505000
****************** Temporal data record ************************
Elapsed time   Temp   Press   Humidity   Wind X   Wind Y   Wind Z   Speed of sound   CH4 vmr   CH4 vmr error  
Seconds   Kelvin   Pa   ppmv   m/s   m/s   m/s   m/s   ppmv   ppmv  
       1094.0000       286.55000       101650.64       8680.0545      -1.9082500      0.41425000      0.10250000       338.88400     -0.46091338   -0.0095196344
       1097.0000       286.15000       101671.64       8467.5274      -1.4887500       2.2525000     -0.37975000       338.84700     -0.33612762   -0.0044062435
       1100.0000       286.25000       101650.64       8525.3334      -2.0000000       2.0117500      -1.0095000       338.74900       1.3059011     0.016351746
       1104.0000       286.65000       101631.64       8754.4620      -2.3385000       1.9817500     -0.66575000       338.73600   0.00024978531  4.0399199e-006
       1107.0000       286.25000       101671.64       8538.6390      -1.4850000       1.5827500     -0.42725000       338.75700       1.4423814     0.020497434
       1110.0000       286.25000       101631.64       8526.9407      -1.8240000       1.0495000    -0.069750000       338.94000       2.8743645     0.038973978
       1114.0000       286.25000       101612.54       8528.5570      -1.2392500     -0.25700000      0.28500000       338.96500      0.62689418    0.0082987298
       1117.0000       286.25000       101612.54       8528.5570      -1.4905000     0.064500000      0.46125000       338.95500      0.12722343    0.0013419782
       1120.0000       286.25000       101650.64       8510.2494      -2.1875000      0.34700000     -0.26600000       338.91900       2.1651234     0.034891787
       1124.0000       286.25000       101650.64       8480.0828      -1.9545000      0.42000000     -0.10000000       338.94600       3.9336783     0.052402100
       1127.0000       286.25000       101631.64       8466.5959      -3.0087500       1.1552500     -0.23050000       338.68600      0.10626714    0.0012167992
       1130.0000       286.25000       101631.64       8466.5959      -2.5592500      0.49975000     0.083000000       338.99300       1.3782557     0.015576362
